Progetto;#Training Release;%Training;%Buggy in training;%Buggy in test;Classifier;Feature selection;Balancing;TP;FP;TN;FN;Precision;Recall;Area Under ROC;Kappa
SYNCOPE;23;0.92;0.50;0.99;IBk;no feature selection;Undersampling;888.00;13.00;0.00;1.00;0.99;1.00;0.27;-0.00
SYNCOPE;24;0.93;0.50;0.99;IBk;no feature selection;Undersampling;890.00;0.00;5.00;9.00;1.00;0.99;1.00;0.52
SYNCOPE;25;0.94;0.50;1.00;IBk;no feature selection;Undersampling;906.00;1.00;3.00;1.00;1.00;1.00;0.88;0.75
SYNCOPE;26;0.94;0.50;0.03;IBk;no feature selection;Undersampling;23.00;889.00;0.00;0.00;0.03;1.00;0.45;0.00
SYNCOPE;27;0.91;0.50;0.01;IBk;no feature selection;Undersampling;2.00;241.00;1185.00;10.00;0.01;0.17;0.50;-0.00
SYNCOPE;28;0.94;0.50;0.00;IBk;no feature selection;Undersampling;0.00;0.00;914.00;0.00;1.00;1.00;0.00;0.00
SYNCOPE;29;0.91;0.50;0.00;IBk;no feature selection;Undersampling;3.00;266.00;1304.00;4.00;0.01;0.43;0.76;0.01
SYNCOPE;30;0.94;0.50;0.00;IBk;no feature selection;Undersampling;0.00;2.00;913.00;0.00;0.00;0.00;0.00;0.00
SYNCOPE;31;0.90;0.50;0.01;IBk;no feature selection;Undersampling;0.00;1.00;1657.00;24.00;0.00;0.00;0.00;0.00
MEAN;;;;;;;;183.03;137.48;433.48;67.13;0.42;0.57;0.55;0.14
;
SYNCOPE;1;0.50;0.00;0.00;IBk;no feature selection;smote;0.00;0.00;548.00;1.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.67;0.00;0.00;IBk;no feature selection;smote;1.00;0.00;548.00;0.00;1.00;1.00;1.00;1.00
SYNCOPE;3;0.75;0.00;0.00;IBk;no feature selection;smote;1.00;1.00;548.00;0.00;0.50;1.00;1.00;0.67
SYNCOPE;4;0.80;0.00;0.01;IBk;no feature selection;smote;0.00;0.00;546.00;4.00;0.00;0.00;0.00;0.00
SYNCOPE;5;0.83;0.00;0.13;IBk;no feature selection;smote;1.00;2.00;479.00;70.00;0.33;0.01;0.62;0.02
SYNCOPE;6;0.86;0.02;0.07;IBk;no feature selection;smote;5.00;40.00;481.00;33.00;0.11;0.13;0.64;0.05
SYNCOPE;7;0.87;0.03;0.07;IBk;no feature selection;smote;2.00;8.00;513.00;36.00;0.20;0.05;0.67;0.06
SYNCOPE;8;0.86;0.04;0.04;IBk;no feature selection;smote;0.00;0.00;708.00;27.00;0.00;0.00;0.00;0.00
SYNCOPE;9;0.90;0.04;0.04;IBk;no feature selection;smote;1.00;3.00;530.00;24.00;0.25;0.04;0.55;0.06
SYNCOPE;10;0.89;0.04;0.04;IBk;no feature selection;smote;6.00;18.00;688.00;24.00;0.25;0.20;0.65;0.19
SYNCOPE;11;0.90;0.04;0.04;IBk;no feature selection;smote;2.00;0.00;712.00;25.00;1.00;0.07;0.64;0.13
SYNCOPE;12;0.91;0.04;0.45;IBk;no feature selection;smote;2.00;0.00;408.00;333.00;1.00;0.01;0.54;0.01
SYNCOPE;13;0.91;0.08;0.60;IBk;no feature selection;smote;220.00;4.00;293.00;231.00;0.98;0.49;0.74;0.42
SYNCOPE;14;0.92;0.12;0.64;IBk;no feature selection;smote;425.00;41.00;231.00;64.00;0.91;0.87;0.86;0.71
SYNCOPE;15;0.93;0.16;0.04;IBk;no feature selection;smote;31.00;456.00;274.00;0.00;0.06;1.00;0.69;0.05
SYNCOPE;16;0.95;0.15;0.03;IBk;no feature selection;smote;0.00;6.00;540.00;14.00;0.00;0.00;0.00;0.00
SYNCOPE;17;0.93;0.15;0.64;IBk;no feature selection;smote;1.00;0.00;272.00;490.00;1.00;0.00;0.61;0.00
SYNCOPE;18;0.94;0.18;0.62;IBk;no feature selection;smote;21.00;12.00;281.00;449.00;0.64;0.04;0.61;0.00
SYNCOPE;19;0.93;0.21;0.81;IBk;no feature selection;smote;619.00;3.00;166.00;85.00;1.00;0.88;0.96;0.73
SYNCOPE;20;0.94;0.25;0.82;IBk;no feature selection;smote;701.00;14.00;151.00;27.00;0.98;0.96;0.94;0.85
SYNCOPE;21;0.94;0.28;0.13;IBk;no feature selection;smote;90.00;647.00;134.00;28.00;0.12;0.76;0.43;-0.02
SYNCOPE;22;0.94;0.27;1.00;IBk;no feature selection;smote;316.00;0.00;0.00;584.00;1.00;0.35;0.00;0.00
SYNCOPE;23;0.95;0.32;0.99;IBk;no feature selection;smote;887.00;13.00;0.00;2.00;0.99;1.00;0.27;-0.00
SYNCOPE;24;0.95;0.35;0.99;IBk;no feature selection;smote;890.00;0.00;5.00;9.00;1.00;0.99;1.00;0.52
SYNCOPE;25;0.95;0.38;1.00;IBk;no feature selection;smote;906.00;1.00;3.00;1.00;1.00;1.00;0.88;0.75
SYNCOPE;26;0.95;0.41;0.03;IBk;no feature selection;smote;23.00;889.00;0.00;0.00;0.03;1.00;0.45;0.00
SYNCOPE;27;0.93;0.40;0.01;IBk;no feature selection;smote;2.00;240.00;1186.00;10.00;0.01;0.17;0.50;-0.00
SYNCOPE;28;0.96;0.37;0.00;IBk;no feature selection;smote;0.00;0.00;914.00;0.00;1.00;1.00;0.00;0.00
SYNCOPE;29;0.93;0.35;0.00;IBk;no feature selection;smote;0.00;15.00;1555.00;7.00;0.00;0.00;0.00;0.00
SYNCOPE;30;0.96;0.33;0.00;IBk;no feature selection;smote;0.00;2.00;913.00;0.00;0.00;0.00;0.00;0.00
SYNCOPE;31;0.94;0.32;0.01;IBk;no feature selection;smote;0.00;0.00;1658.00;24.00;0.00;0.00;0.00;0.00
MEAN;;;;;;;;166.23;77.90;493.06;83.94;0.50;0.42;0.49;0.20
;
SYNCOPE;1;0.50;0.00;0.00;IBk;Best First;no resample;0.00;0.00;548.00;1.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.67;0.00;0.00;IBk;Best First;no resample;0.00;0.00;548.00;1.00;0.00;0.00;0.00;0.00
SYNCOPE;3;0.75;0.00;0.00;IBk;Best First;no resample;0.00;0.00;549.00;1.00;0.00;0.00;0.00;0.00
SYNCOPE;4;0.80;0.00;0.01;IBk;Best First;no resample;1.00;1.00;545.00;3.00;0.50;0.25;0.94;0.33
SYNCOPE;5;0.83;0.00;0.13;IBk;Best First;no resample;2.00;3.00;478.00;69.00;0.40;0.03;0.74;0.04
SYNCOPE;6;0.86;0.02;0.07;IBk;Best First;no resample;1.00;20.00;501.00;37.00;0.05;0.03;0.48;-0.02
SYNCOPE;7;0.87;0.03;0.07;IBk;Best First;no resample;10.00;7.00;514.00;28.00;0.59;0.26;0.53;0.34
SYNCOPE;8;0.86;0.04;0.04;IBk;Best First;no resample;4.00;13.00;695.00;23.00;0.24;0.15;0.73;0.16
SYNCOPE;9;0.90;0.04;0.04;IBk;Best First;no resample;1.00;1.00;532.00;24.00;0.50;0.04;0.56;0.07
SYNCOPE;10;0.89;0.04;0.04;IBk;Best First;no resample;7.00;29.00;677.00;23.00;0.19;0.23;0.68;0.18
SYNCOPE;11;0.90;0.04;0.04;IBk;Best First;no resample;0.00;0.00;712.00;27.00;0.00;0.00;0.00;0.00
SYNCOPE;12;0.91;0.04;0.45;IBk;Best First;no resample;1.00;1.00;407.00;334.00;0.50;0.00;0.49;0.00
SYNCOPE;13;0.91;0.08;0.60;IBk;Best First;no resample;16.00;3.00;294.00;435.00;0.84;0.04;0.52;0.02
SYNCOPE;14;0.92;0.12;0.64;IBk;Best First;no resample;418.00;12.00;260.00;71.00;0.97;0.85;0.91;0.77
SYNCOPE;15;0.93;0.16;0.04;IBk;Best First;no resample;31.00;448.00;282.00;0.00;0.06;1.00;0.70;0.05
SYNCOPE;16;0.95;0.15;0.03;IBk;Best First;no resample;3.00;3.00;543.00;11.00;0.50;0.21;0.74;0.29
SYNCOPE;17;0.93;0.15;0.64;IBk;Best First;no resample;13.00;0.00;272.00;478.00;1.00;0.03;0.72;0.02
SYNCOPE;18;0.94;0.18;0.62;IBk;Best First;no resample;10.00;4.00;289.00;460.00;0.71;0.02;0.27;0.01
SYNCOPE;19;0.93;0.21;0.81;IBk;Best First;no resample;527.00;1.00;168.00;177.00;1.00;0.75;0.82;0.53
SYNCOPE;20;0.94;0.25;0.82;IBk;Best First;no resample;691.00;0.00;165.00;37.00;1.00;0.95;0.97;0.87
SYNCOPE;21;0.94;0.28;0.13;IBk;Best First;no resample;87.00;638.00;143.00;31.00;0.12;0.74;0.36;-0.03
SYNCOPE;22;0.94;0.27;1.00;IBk;Best First;no resample;741.00;0.00;0.00;159.00;1.00;0.82;0.00;0.00
SYNCOPE;23;0.95;0.32;0.99;IBk;Best First;no resample;889.00;13.00;0.00;0.00;0.99;1.00;0.50;0.00
SYNCOPE;24;0.95;0.35;0.99;IBk;Best First;no resample;888.00;0.00;5.00;11.00;1.00;0.99;1.00;0.47
SYNCOPE;25;0.95;0.38;1.00;IBk;Best First;no resample;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;26;0.95;0.41;0.03;IBk;Best First;no resample;23.00;888.00;1.00;0.00;0.03;1.00;0.44;0.00
SYNCOPE;27;0.93;0.40;0.01;IBk;Best First;no resample;11.00;1315.00;111.00;1.00;0.01;0.92;0.50;-0.00
SYNCOPE;28;0.96;0.37;0.00;IBk;Best First;no resample;0.00;0.00;914.00;0.00;1.00;1.00;0.00;0.00
SYNCOPE;29;0.93;0.35;0.00;IBk;Best First;no resample;0.00;27.00;1543.00;7.00;0.00;0.00;0.00;0.00
SYNCOPE;30;0.96;0.33;0.00;IBk;Best First;no resample;0.00;0.00;915.00;0.00;1.00;1.00;0.00;0.00
SYNCOPE;31;0.94;0.32;0.01;IBk;Best First;no resample;0.00;0.00;1658.00;24.00;0.00;0.00;0.00;0.00
MEAN;;;;;;;;170.35;110.55;460.42;79.81;0.49;0.43;0.47;0.16
;
SYNCOPE;1;0.67;0.50;0.00;IBk;Best First;Oversampling;0.00;0.00;548.00;1.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.80;0.50;0.00;IBk;Best First;Oversampling;1.00;0.00;548.00;0.00;1.00;1.00;1.00;1.00
SYNCOPE;3;0.86;0.50;0.00;IBk;Best First;Oversampling;1.00;1.00;548.00;0.00;0.50;1.00;1.00;0.67
SYNCOPE;4;0.89;0.50;0.01;IBk;Best First;Oversampling;1.00;1.00;545.00;3.00;0.50;0.25;0.88;0.33
SYNCOPE;5;0.91;0.50;0.13;IBk;Best First;Oversampling;3.00;3.00;478.00;68.00;0.50;0.04;0.72;0.06
SYNCOPE;6;0.92;0.50;0.07;IBk;Best First;Oversampling;19.00;186.00;335.00;19.00;0.09;0.50;0.72;0.05
SYNCOPE;7;0.93;0.50;0.07;IBk;Best First;Oversampling;8.00;10.00;511.00;30.00;0.44;0.21;0.67;0.25
SYNCOPE;8;0.92;0.50;0.04;IBk;Best First;Oversampling;0.00;0.00;708.00;27.00;0.00;0.00;0.00;0.00
SYNCOPE;9;0.95;0.50;0.04;IBk;Best First;Oversampling;3.00;31.00;502.00;22.00;0.09;0.12;0.62;0.05
SYNCOPE;10;0.94;0.50;0.04;IBk;Best First;Oversampling;9.00;22.00;684.00;21.00;0.29;0.30;0.68;0.26
SYNCOPE;11;0.94;0.50;0.04;IBk;Best First;Oversampling;0.00;2.00;710.00;27.00;0.00;0.00;0.00;0.00
SYNCOPE;12;0.95;0.50;0.45;IBk;Best First;Oversampling;7.00;1.00;407.00;328.00;0.88;0.02;0.59;0.02
SYNCOPE;13;0.95;0.50;0.60;IBk;Best First;Oversampling;23.00;4.00;293.00;428.00;0.85;0.05;0.52;0.03
SYNCOPE;14;0.95;0.50;0.64;IBk;Best First;Oversampling;418.00;15.00;257.00;71.00;0.97;0.85;0.91;0.76
SYNCOPE;15;0.95;0.50;0.04;IBk;Best First;Oversampling;31.00;455.00;275.00;0.00;0.06;1.00;0.67;0.05
SYNCOPE;16;0.97;0.50;0.03;IBk;Best First;Oversampling;10.00;303.00;243.00;4.00;0.03;0.71;0.60;0.01
SYNCOPE;17;0.96;0.50;0.64;IBk;Best First;Oversampling;29.00;3.00;269.00;462.00;0.91;0.06;0.66;0.03
SYNCOPE;18;0.96;0.50;0.62;IBk;Best First;Oversampling;2.00;3.00;290.00;468.00;0.40;0.00;0.46;-0.00
SYNCOPE;19;0.96;0.50;0.81;IBk;Best First;Oversampling;487.00;1.00;168.00;217.00;1.00;0.69;0.81;0.46
SYNCOPE;20;0.96;0.50;0.82;IBk;Best First;Oversampling;725.00;0.00;165.00;3.00;1.00;1.00;1.00;0.99
SYNCOPE;21;0.96;0.50;0.13;IBk;Best First;Oversampling;79.00;607.00;174.00;39.00;0.12;0.67;0.45;-0.04
SYNCOPE;22;0.96;0.50;1.00;IBk;Best First;Oversampling;0.00;0.00;0.00;900.00;NaN;0.00;0.00;0.00
SYNCOPE;23;0.96;0.50;0.99;IBk;Best First;Oversampling;889.00;13.00;0.00;0.00;0.99;1.00;0.00;0.00
SYNCOPE;24;0.96;0.50;0.99;IBk;Best First;Oversampling;888.00;0.00;5.00;11.00;1.00;0.99;1.00;0.47
SYNCOPE;25;0.96;0.50;1.00;IBk;Best First;Oversampling;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;26;0.96;0.50;0.03;IBk;Best First;Oversampling;23.00;888.00;1.00;0.00;0.03;1.00;0.44;0.00
SYNCOPE;27;0.94;0.50;0.01;IBk;Best First;Oversampling;3.00;258.00;1168.00;9.00;0.01;0.25;0.54;0.01
SYNCOPE;28;0.97;0.50;0.00;IBk;Best First;Oversampling;0.00;0.00;914.00;0.00;1.00;1.00;0.00;0.00
SYNCOPE;29;0.95;0.50;0.00;IBk;Best First;Oversampling;0.00;27.00;1543.00;7.00;0.00;0.00;0.00;0.00
SYNCOPE;30;0.97;0.50;0.00;IBk;Best First;Oversampling;0.00;0.00;915.00;0.00;1.00;1.00;0.00;0.00
SYNCOPE;31;0.95;0.50;0.01;IBk;Best First;Oversampling;0.00;0.00;1658.00;24.00;0.00;0.00;0.00;0.00
MEAN;;;;;;;;147.26;91.42;479.55;102.90;NaN;0.47;0.51;0.21
;
SYNCOPE;1;0.00;0.50;0.00;IBk;Best First;Undersampling;0.00;0.00;548.00;1.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.01;0.50;0.00;IBk;Best First;Undersampling;1.00;128.00;420.00;0.00;0.01;1.00;0.88;0.01
SYNCOPE;3;0.01;0.50;0.00;IBk;Best First;Undersampling;1.00;129.00;420.00;0.00;0.01;1.00;0.88;0.01
SYNCOPE;4;0.01;0.50;0.01;IBk;Best First;Undersampling;4.00;110.00;436.00;0.00;0.04;1.00;0.90;0.05
SYNCOPE;5;0.03;0.50;0.13;IBk;Best First;Undersampling;41.00;79.00;402.00;30.00;0.34;0.58;0.71;0.32
SYNCOPE;6;0.22;0.50;0.07;IBk;Best First;Undersampling;37.00;297.00;224.00;1.00;0.11;0.97;0.70;0.09
SYNCOPE;7;0.30;0.50;0.07;IBk;Best First;Undersampling;18.00;216.00;305.00;20.00;0.08;0.47;0.58;0.02
SYNCOPE;8;0.30;0.50;0.04;IBk;Best First;Undersampling;1.00;1.00;707.00;26.00;0.50;0.04;0.52;0.06
SYNCOPE;9;0.39;0.50;0.04;IBk;Best First;Undersampling;24.00;261.00;272.00;1.00;0.08;0.96;0.74;0.08
SYNCOPE;10;0.36;0.50;0.04;IBk;Best First;Undersampling;23.00;204.00;502.00;7.00;0.10;0.77;0.74;0.12
SYNCOPE;11;0.39;0.50;0.04;IBk;Best First;Undersampling;3.00;13.00;699.00;24.00;0.19;0.11;0.66;0.12
SYNCOPE;12;0.42;0.50;0.45;IBk;Best First;Undersampling;34.00;6.00;402.00;301.00;0.85;0.10;0.56;0.09
SYNCOPE;13;0.62;0.50;0.60;IBk;Best First;Undersampling;47.00;9.00;288.00;404.00;0.84;0.10;0.53;0.06
SYNCOPE;14;0.73;0.50;0.64;IBk;Best First;Undersampling;470.00;213.00;59.00;19.00;0.69;0.96;0.59;0.21
SYNCOPE;15;0.80;0.50;0.04;IBk;Best First;Undersampling;31.00;467.00;263.00;0.00;0.06;1.00;0.69;0.04
SYNCOPE;16;0.85;0.50;0.03;IBk;Best First;Undersampling;12.00;311.00;235.00;2.00;0.04;0.86;0.66;0.02
SYNCOPE;17;0.81;0.50;0.64;IBk;Best First;Undersampling;63.00;3.00;269.00;428.00;0.95;0.13;0.67;0.09
SYNCOPE;18;0.84;0.50;0.62;IBk;Best First;Undersampling;23.00;98.00;195.00;447.00;0.19;0.05;0.36;-0.23
SYNCOPE;19;0.85;0.50;0.81;IBk;Best First;Undersampling;659.00;10.00;159.00;45.00;0.99;0.94;0.94;0.81
SYNCOPE;20;0.88;0.50;0.82;IBk;Best First;Undersampling;725.00;0.00;165.00;3.00;1.00;1.00;1.00;0.99
SYNCOPE;21;0.90;0.50;0.13;IBk;Best First;Undersampling;86.00;636.00;145.00;32.00;0.12;0.73;0.45;-0.03
SYNCOPE;22;0.90;0.50;1.00;IBk;Best First;Undersampling;658.00;0.00;0.00;242.00;1.00;0.73;0.00;0.00
SYNCOPE;23;0.92;0.50;0.99;IBk;Best First;Undersampling;889.00;13.00;0.00;0.00;0.99;1.00;0.50;0.00
SYNCOPE;24;0.93;0.50;0.99;IBk;Best First;Undersampling;888.00;0.00;5.00;11.00;1.00;0.99;1.00;0.47
SYNCOPE;25;0.94;0.50;1.00;IBk;Best First;Undersampling;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;26;0.94;0.50;0.03;IBk;Best First;Undersampling;23.00;888.00;1.00;0.00;0.03;1.00;0.44;0.00
SYNCOPE;27;0.91;0.50;0.01;IBk;Best First;Undersampling;3.00;258.00;1168.00;9.00;0.01;0.25;0.53;0.01
SYNCOPE;28;0.94;0.50;0.00;IBk;Best First;Undersampling;0.00;0.00;914.00;0.00;1.00;1.00;0.00;0.00
SYNCOPE;29;0.91;0.50;0.00;IBk;Best First;Undersampling;0.00;25.00;1545.00;7.00;0.00;0.00;0.00;0.00
SYNCOPE;30;0.94;0.50;0.00;IBk;Best First;Undersampling;0.00;0.00;915.00;0.00;1.00;1.00;0.00;0.00
SYNCOPE;31;0.90;0.50;0.01;IBk;Best First;Undersampling;0.00;0.00;1658.00;24.00;0.00;0.00;0.00;0.00
MEAN;;;;;;;;182.90;141.13;429.84;67.26;0.43;0.64;0.56;0.14
;
SYNCOPE;1;0.50;0.00;0.00;IBk;Best First;smote;0.00;0.00;548.00;1.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.67;0.00;0.00;IBk;Best First;smote;0.00;0.00;548.00;1.00;0.00;0.00;0.00;0.00
SYNCOPE;3;0.75;0.00;0.00;IBk;Best First;smote;0.00;0.00;549.00;1.00;0.00;0.00;0.00;0.00
SYNCOPE;4;0.80;0.00;0.01;IBk;Best First;smote;1.00;1.00;545.00;3.00;0.50;0.25;0.94;0.33
SYNCOPE;5;0.83;0.00;0.13;IBk;Best First;smote;2.00;3.00;478.00;69.00;0.40;0.03;0.74;0.04
SYNCOPE;6;0.86;0.02;0.07;IBk;Best First;smote;1.00;20.00;501.00;37.00;0.05;0.03;0.48;-0.02
SYNCOPE;7;0.87;0.03;0.07;IBk;Best First;smote;10.00;7.00;514.00;28.00;0.59;0.26;0.53;0.34
SYNCOPE;8;0.86;0.04;0.04;IBk;Best First;smote;4.00;13.00;695.00;23.00;0.24;0.15;0.73;0.16
SYNCOPE;9;0.90;0.04;0.04;IBk;Best First;smote;1.00;1.00;532.00;24.00;0.50;0.04;0.56;0.07
SYNCOPE;10;0.89;0.04;0.04;IBk;Best First;smote;7.00;29.00;677.00;23.00;0.19;0.23;0.68;0.18
SYNCOPE;11;0.90;0.04;0.04;IBk;Best First;smote;0.00;0.00;712.00;27.00;0.00;0.00;0.00;0.00
SYNCOPE;12;0.91;0.04;0.45;IBk;Best First;smote;1.00;1.00;407.00;334.00;0.50;0.00;0.49;0.00
SYNCOPE;13;0.91;0.08;0.60;IBk;Best First;smote;16.00;3.00;294.00;435.00;0.84;0.04;0.52;0.02
SYNCOPE;14;0.92;0.12;0.64;IBk;Best First;smote;418.00;12.00;260.00;71.00;0.97;0.85;0.91;0.77
SYNCOPE;15;0.93;0.16;0.04;IBk;Best First;smote;31.00;448.00;282.00;0.00;0.06;1.00;0.70;0.05
SYNCOPE;16;0.95;0.15;0.03;IBk;Best First;smote;3.00;3.00;543.00;11.00;0.50;0.21;0.74;0.29
SYNCOPE;17;0.93;0.15;0.64;IBk;Best First;smote;13.00;0.00;272.00;478.00;1.00;0.03;0.72;0.02
SYNCOPE;18;0.94;0.18;0.62;IBk;Best First;smote;10.00;4.00;289.00;460.00;0.71;0.02;0.27;0.01
SYNCOPE;19;0.93;0.21;0.81;IBk;Best First;smote;527.00;1.00;168.00;177.00;1.00;0.75;0.82;0.53
SYNCOPE;20;0.94;0.25;0.82;IBk;Best First;smote;691.00;0.00;165.00;37.00;1.00;0.95;0.97;0.87
SYNCOPE;21;0.94;0.28;0.13;IBk;Best First;smote;87.00;638.00;143.00;31.00;0.12;0.74;0.36;-0.03
SYNCOPE;22;0.94;0.27;1.00;IBk;Best First;smote;741.00;0.00;0.00;159.00;1.00;0.82;0.00;0.00
SYNCOPE;23;0.95;0.32;0.99;IBk;Best First;smote;889.00;13.00;0.00;0.00;0.99;1.00;0.50;0.00
SYNCOPE;24;0.95;0.35;0.99;IBk;Best First;smote;888.00;0.00;5.00;11.00;1.00;0.99;1.00;0.47
SYNCOPE;25;0.95;0.38;1.00;IBk;Best First;smote;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;26;0.95;0.41;0.03;IBk;Best First;smote;23.00;888.00;1.00;0.00;0.03;1.00;0.44;0.00
SYNCOPE;27;0.93;0.40;0.01;IBk;Best First;smote;11.00;1315.00;111.00;1.00;0.01;0.92;0.50;-0.00
SYNCOPE;28;0.96;0.37;0.00;IBk;Best First;smote;0.00;0.00;914.00;0.00;1.00;1.00;0.00;0.00
SYNCOPE;29;0.93;0.35;0.00;IBk;Best First;smote;0.00;27.00;1543.00;7.00;0.00;0.00;0.00;0.00
SYNCOPE;30;0.96;0.33;0.00;IBk;Best First;smote;0.00;0.00;915.00;0.00;1.00;1.00;0.00;0.00
SYNCOPE;31;0.94;0.32;0.01;IBk;Best First;smote;0.00;0.00;1658.00;24.00;0.00;0.00;0.00;0.00
MEAN;;;;;;;;170.35;110.55;460.42;79.81;0.49;0.43;0.47;0.16
;
