Progetto;#Training Release;%Training;%Buggy in training;%Buggy in test;Classifier;Feature selection;Sensitivity;Balancing;TP;FP;TN;FN;Precision;Recall;Area Under ROC;Kappa
BOOKKEEPER;5;0.70;0.50;0.46;IBk;no feature selection;sensitive learning;Undersampling;202.00;60.00;184.00;6.00;0.77;0.97;0.87;0.71
BOOKKEEPER;6;0.68;0.50;0.10;IBk;no feature selection;sensitive learning;Undersampling;64.00;388.00;229.00;8.00;0.14;0.89;0.63;0.08
BOOKKEEPER;7;0.70;0.50;0.08;IBk;no feature selection;sensitive learning;Undersampling;9.00;99.00;541.00;44.00;0.08;0.17;0.54;0.01
BOOKKEEPER;8;0.71;0.50;0.09;IBk;no feature selection;sensitive learning;Undersampling;59.00;344.00;286.00;7.00;0.15;0.89;0.68;0.11
BOOKKEEPER;9;0.85;0.50;0.09;IBk;no feature selection;sensitive learning;Undersampling;19.00;90.00;218.00;10.00;0.17;0.66;0.68;0.16
MEAN;;;;;;;;74.44;146.67;253.22;24.89;0.35;0.68;0.69;0.26
;
BOOKKEEPER;1;0.51;0.47;0.22;IBk;no feature selection;no sensitive;Smote;32.00;35.00;200.00;34.00;0.48;0.48;0.71;0.33
BOOKKEEPER;2;0.61;0.41;0.18;IBk;no feature selection;no sensitive;Smote;39.00;95.00;267.00;38.00;0.29;0.51;0.66;0.19
BOOKKEEPER;3;0.76;0.46;0.27;IBk;no feature selection;no sensitive;Smote;37.00;122.00;200.00;81.00;0.23;0.31;0.53;-0.06
BOOKKEEPER;4;0.82;0.48;0.46;IBk;no feature selection;no sensitive;Smote;150.00;49.00;192.00;55.00;0.75;0.73;0.78;0.53
BOOKKEEPER;5;0.84;0.45;0.46;IBk;no feature selection;no sensitive;Smote;201.00;54.00;190.00;7.00;0.79;0.97;0.88;0.73
BOOKKEEPER;6;0.82;0.49;0.10;IBk;no feature selection;no sensitive;Smote;62.00;383.00;234.00;10.00;0.14;0.86;0.63;0.07
BOOKKEEPER;7;0.85;0.43;0.08;IBk;no feature selection;no sensitive;Smote;6.00;139.00;501.00;47.00;0.04;0.11;0.53;-0.06
BOOKKEEPER;8;0.89;0.48;0.09;IBk;no feature selection;no sensitive;Smote;55.00;306.00;324.00;11.00;0.15;0.83;0.68;0.12
BOOKKEEPER;9;0.95;0.45;0.09;IBk;no feature selection;no sensitive;Smote;17.00;72.00;236.00;12.00;0.19;0.59;0.68;0.18
MEAN;;;;;;;;66.56;139.44;260.44;32.78;0.34;0.60;0.67;0.23
;
BOOKKEEPER;1;0.51;0.47;0.22;IBk;no feature selection;threshold;Smote;32.00;35.00;200.00;34.00;0.48;0.48;0.67;0.33
BOOKKEEPER;2;0.61;0.41;0.18;IBk;no feature selection;threshold;Smote;39.00;95.00;267.00;38.00;0.29;0.51;0.62;0.19
BOOKKEEPER;3;0.76;0.46;0.27;IBk;no feature selection;threshold;Smote;37.00;122.00;200.00;81.00;0.23;0.31;0.47;-0.06
BOOKKEEPER;4;0.82;0.48;0.46;IBk;no feature selection;threshold;Smote;150.00;49.00;192.00;55.00;0.75;0.73;0.76;0.53
BOOKKEEPER;5;0.84;0.45;0.46;IBk;no feature selection;threshold;Smote;201.00;54.00;190.00;7.00;0.79;0.97;0.87;0.73
BOOKKEEPER;6;0.82;0.49;0.10;IBk;no feature selection;threshold;Smote;62.00;383.00;234.00;10.00;0.14;0.86;0.62;0.07
BOOKKEEPER;7;0.85;0.43;0.08;IBk;no feature selection;threshold;Smote;6.00;139.00;501.00;47.00;0.04;0.11;0.45;-0.06
BOOKKEEPER;8;0.89;0.48;0.09;IBk;no feature selection;threshold;Smote;55.00;306.00;324.00;11.00;0.15;0.83;0.67;0.12
BOOKKEEPER;9;0.95;0.45;0.09;IBk;no feature selection;threshold;Smote;17.00;72.00;236.00;12.00;0.19;0.59;0.68;0.18
MEAN;;;;;;;;66.56;139.44;260.44;32.78;0.34;0.60;0.65;0.23
;
BOOKKEEPER;1;0.51;0.47;0.22;IBk;no feature selection;sensitive learning;Smote;32.00;35.00;200.00;34.00;0.48;0.48;0.71;0.33
BOOKKEEPER;2;0.61;0.41;0.18;IBk;no feature selection;sensitive learning;Smote;39.00;95.00;267.00;38.00;0.29;0.51;0.66;0.19
BOOKKEEPER;3;0.76;0.46;0.27;IBk;no feature selection;sensitive learning;Smote;37.00;122.00;200.00;81.00;0.23;0.31;0.53;-0.06
BOOKKEEPER;4;0.82;0.48;0.46;IBk;no feature selection;sensitive learning;Smote;150.00;49.00;192.00;55.00;0.75;0.73;0.78;0.53
BOOKKEEPER;5;0.84;0.45;0.46;IBk;no feature selection;sensitive learning;Smote;201.00;54.00;190.00;7.00;0.79;0.97;0.88;0.73
BOOKKEEPER;6;0.82;0.49;0.10;IBk;no feature selection;sensitive learning;Smote;62.00;383.00;234.00;10.00;0.14;0.86;0.63;0.07
BOOKKEEPER;7;0.85;0.43;0.08;IBk;no feature selection;sensitive learning;Smote;6.00;139.00;501.00;47.00;0.04;0.11;0.53;-0.06
BOOKKEEPER;8;0.89;0.48;0.09;IBk;no feature selection;sensitive learning;Smote;55.00;306.00;324.00;11.00;0.15;0.83;0.68;0.12
BOOKKEEPER;9;0.95;0.45;0.09;IBk;no feature selection;sensitive learning;Smote;17.00;72.00;236.00;12.00;0.19;0.59;0.68;0.18
MEAN;;;;;;;;66.56;139.44;260.44;32.78;0.34;0.60;0.67;0.23
;
BOOKKEEPER;1;0.44;0.30;0.22;IBk;Best First;no sensitive;no resample;28.00;30.00;205.00;38.00;0.48;0.42;0.68;0.31
BOOKKEEPER;2;0.55;0.26;0.18;IBk;Best First;no sensitive;no resample;40.00;80.00;282.00;37.00;0.33;0.52;0.66;0.24
BOOKKEEPER;3;0.69;0.22;0.27;IBk;Best First;no sensitive;no resample;58.00;36.00;286.00;60.00;0.62;0.49;0.72;0.41
BOOKKEEPER;4;0.76;0.24;0.46;IBk;Best First;no sensitive;no resample;125.00;5.00;236.00;80.00;0.96;0.61;0.82;0.61
BOOKKEEPER;5;0.81;0.29;0.46;IBk;Best First;no sensitive;no resample;185.00;9.00;235.00;23.00;0.95;0.89;0.95;0.86
BOOKKEEPER;6;0.77;0.32;0.10;IBk;Best First;no sensitive;no resample;61.00;358.00;259.00;11.00;0.15;0.85;0.63;0.09
BOOKKEEPER;7;0.81;0.27;0.08;IBk;Best First;no sensitive;no resample;11.00;87.00;553.00;42.00;0.11;0.21;0.51;0.05
BOOKKEEPER;8;0.84;0.24;0.09;IBk;Best First;no sensitive;no resample;51.00;114.00;516.00;15.00;0.31;0.77;0.82;0.35
BOOKKEEPER;9;0.93;0.21;0.09;IBk;Best First;no sensitive;no resample;12.00;27.00;281.00;17.00;0.31;0.41;0.66;0.28
MEAN;;;;;;;;63.44;82.89;317.00;35.89;0.47;0.58;0.72;0.36
;
BOOKKEEPER;1;0.44;0.30;0.22;IBk;Best First;threshold;no resample;28.00;30.00;205.00;38.00;0.48;0.42;0.65;0.31
BOOKKEEPER;2;0.55;0.26;0.18;IBk;Best First;threshold;no resample;40.00;80.00;282.00;37.00;0.33;0.52;0.65;0.24
BOOKKEEPER;3;0.69;0.22;0.27;IBk;Best First;threshold;no resample;58.00;36.00;286.00;60.00;0.62;0.49;0.69;0.41
BOOKKEEPER;4;0.76;0.24;0.46;IBk;Best First;threshold;no resample;125.00;5.00;236.00;80.00;0.96;0.61;0.79;0.61
BOOKKEEPER;5;0.81;0.29;0.46;IBk;Best First;threshold;no resample;185.00;9.00;235.00;23.00;0.95;0.89;0.93;0.86
BOOKKEEPER;6;0.77;0.32;0.10;IBk;Best First;threshold;no resample;61.00;358.00;259.00;11.00;0.15;0.85;0.63;0.09
BOOKKEEPER;7;0.81;0.27;0.08;IBk;Best First;threshold;no resample;11.00;87.00;553.00;42.00;0.11;0.21;0.54;0.05
BOOKKEEPER;8;0.84;0.24;0.09;IBk;Best First;threshold;no resample;51.00;114.00;516.00;15.00;0.31;0.77;0.80;0.35
BOOKKEEPER;9;0.93;0.21;0.09;IBk;Best First;threshold;no resample;12.00;27.00;281.00;17.00;0.31;0.41;0.66;0.28
MEAN;;;;;;;;63.44;82.89;317.00;35.89;0.47;0.58;0.70;0.36
;
BOOKKEEPER;1;0.44;0.30;0.22;IBk;Best First;sensitive learning;no resample;28.00;30.00;205.00;38.00;0.48;0.42;0.68;0.31
BOOKKEEPER;2;0.55;0.26;0.18;IBk;Best First;sensitive learning;no resample;40.00;80.00;282.00;37.00;0.33;0.52;0.66;0.24
BOOKKEEPER;3;0.69;0.22;0.27;IBk;Best First;sensitive learning;no resample;58.00;36.00;286.00;60.00;0.62;0.49;0.72;0.41
BOOKKEEPER;4;0.76;0.24;0.46;IBk;Best First;sensitive learning;no resample;125.00;5.00;236.00;80.00;0.96;0.61;0.82;0.61
BOOKKEEPER;5;0.81;0.29;0.46;IBk;Best First;sensitive learning;no resample;185.00;9.00;235.00;23.00;0.95;0.89;0.95;0.86
BOOKKEEPER;6;0.77;0.32;0.10;IBk;Best First;sensitive learning;no resample;61.00;358.00;259.00;11.00;0.15;0.85;0.63;0.09
BOOKKEEPER;7;0.81;0.27;0.08;IBk;Best First;sensitive learning;no resample;11.00;87.00;553.00;42.00;0.11;0.21;0.51;0.05
BOOKKEEPER;8;0.84;0.24;0.09;IBk;Best First;sensitive learning;no resample;51.00;114.00;516.00;15.00;0.31;0.77;0.82;0.35
BOOKKEEPER;9;0.93;0.21;0.09;IBk;Best First;sensitive learning;no resample;12.00;27.00;281.00;17.00;0.31;0.41;0.66;0.28
MEAN;;;;;;;;63.44;82.89;317.00;35.89;0.47;0.58;0.72;0.36
;
BOOKKEEPER;1;0.53;0.50;0.22;IBk;Best First;no sensitive;Oversampling;29.00;45.00;190.00;37.00;0.39;0.44;0.63;0.24
BOOKKEEPER;2;0.65;0.50;0.18;IBk;Best First;no sensitive;Oversampling;39.00;72.00;290.00;38.00;0.35;0.51;0.69;0.26
BOOKKEEPER;3;0.78;0.50;0.27;IBk;Best First;no sensitive;Oversampling;12.00;38.00;284.00;106.00;0.24;0.10;0.62;-0.02
BOOKKEEPER;4;0.83;0.50;0.46;IBk;Best First;no sensitive;Oversampling;143.00;13.00;228.00;62.00;0.92;0.70;0.83;0.66
BOOKKEEPER;5;0.85;0.50;0.46;IBk;Best First;no sensitive;Oversampling;190.00;11.00;233.00;18.00;0.95;0.91;0.94;0.87
BOOKKEEPER;6;0.82;0.50;0.10;IBk;Best First;no sensitive;Oversampling;61.00;358.00;259.00;11.00;0.15;0.85;0.69;0.09
BOOKKEEPER;7;0.86;0.50;0.08;IBk;Best First;no sensitive;Oversampling;10.00;107.00;533.00;43.00;0.09;0.19;0.50;0.01
BOOKKEEPER;8;0.89;0.50;0.09;IBk;Best First;no sensitive;Oversampling;52.00;126.00;504.00;14.00;0.29;0.79;0.82;0.33
BOOKKEEPER;9;0.95;0.50;0.09;IBk;Best First;no sensitive;Oversampling;18.00;30.00;278.00;11.00;0.38;0.62;0.74;0.40
MEAN;;;;;;;;61.56;88.89;311.00;37.78;0.42;0.57;0.72;0.32
;
BOOKKEEPER;1;0.53;0.50;0.22;IBk;Best First;threshold;Oversampling;29.00;45.00;190.00;37.00;0.39;0.44;0.62;0.24
BOOKKEEPER;2;0.65;0.50;0.18;IBk;Best First;threshold;Oversampling;39.00;72.00;290.00;38.00;0.35;0.51;0.65;0.26
BOOKKEEPER;3;0.78;0.50;0.27;IBk;Best First;threshold;Oversampling;12.00;38.00;284.00;106.00;0.24;0.10;0.49;-0.02
BOOKKEEPER;4;0.83;0.50;0.46;IBk;Best First;threshold;Oversampling;143.00;13.00;228.00;62.00;0.92;0.70;0.82;0.66
BOOKKEEPER;5;0.85;0.50;0.46;IBk;Best First;threshold;Oversampling;190.00;11.00;233.00;18.00;0.95;0.91;0.93;0.87
BOOKKEEPER;6;0.82;0.50;0.10;IBk;Best First;threshold;Oversampling;61.00;358.00;259.00;11.00;0.15;0.85;0.63;0.09
BOOKKEEPER;7;0.86;0.50;0.08;IBk;Best First;threshold;Oversampling;10.00;107.00;533.00;43.00;0.09;0.19;0.51;0.01
BOOKKEEPER;8;0.89;0.50;0.09;IBk;Best First;threshold;Oversampling;52.00;126.00;504.00;14.00;0.29;0.79;0.79;0.33
BOOKKEEPER;9;0.95;0.50;0.09;IBk;Best First;threshold;Oversampling;18.00;30.00;278.00;11.00;0.38;0.62;0.76;0.40
MEAN;;;;;;;;61.56;88.89;311.00;37.78;0.42;0.57;0.69;0.32
;
BOOKKEEPER;1;0.53;0.50;0.22;IBk;Best First;sensitive learning;Oversampling;29.00;45.00;190.00;37.00;0.39;0.44;0.63;0.24
BOOKKEEPER;2;0.65;0.50;0.18;IBk;Best First;sensitive learning;Oversampling;39.00;72.00;290.00;38.00;0.35;0.51;0.69;0.26
BOOKKEEPER;3;0.78;0.50;0.27;IBk;Best First;sensitive learning;Oversampling;12.00;38.00;284.00;106.00;0.24;0.10;0.62;-0.02
BOOKKEEPER;4;0.83;0.50;0.46;IBk;Best First;sensitive learning;Oversampling;143.00;13.00;228.00;62.00;0.92;0.70;0.83;0.66
BOOKKEEPER;5;0.85;0.50;0.46;IBk;Best First;sensitive learning;Oversampling;190.00;11.00;233.00;18.00;0.95;0.91;0.94;0.87
BOOKKEEPER;6;0.82;0.50;0.10;IBk;Best First;sensitive learning;Oversampling;61.00;358.00;259.00;11.00;0.15;0.85;0.69;0.09
BOOKKEEPER;7;0.86;0.50;0.08;IBk;Best First;sensitive learning;Oversampling;10.00;107.00;533.00;43.00;0.09;0.19;0.50;0.01
BOOKKEEPER;8;0.89;0.50;0.09;IBk;Best First;sensitive learning;Oversampling;52.00;126.00;504.00;14.00;0.29;0.79;0.82;0.33
BOOKKEEPER;9;0.95;0.50;0.09;IBk;Best First;sensitive learning;Oversampling;18.00;30.00;278.00;11.00;0.38;0.62;0.74;0.40
MEAN;;;;;;;;61.56;88.89;311.00;37.78;0.42;0.57;0.72;0.32
;
BOOKKEEPER;1;0.33;0.50;0.22;IBk;Best First;no sensitive;Undersampling;38.00;54.00;181.00;28.00;0.41;0.58;0.66;0.30
BOOKKEEPER;2;0.39;0.50;0.18;IBk;Best First;no sensitive;Undersampling;55.00;138.00;224.00;22.00;0.28;0.71;0.66;0.21
BOOKKEEPER;3;0.50;0.50;0.27;IBk;Best First;no sensitive;Undersampling;79.00;54.00;268.00;39.00;0.59;0.67;0.80;0.48
BOOKKEEPER;4;0.60;0.50;0.46;IBk;Best First;no sensitive;Undersampling;156.00;32.00;209.00;49.00;0.83;0.76;0.82;0.63
BOOKKEEPER;5;0.70;0.50;0.46;IBk;Best First;no sensitive;Undersampling;197.00;17.00;227.00;11.00;0.92;0.95;0.95;0.88
BOOKKEEPER;6;0.68;0.50;0.10;IBk;Best First;no sensitive;Undersampling;61.00;360.00;257.00;11.00;0.14;0.85;0.63;0.08
BOOKKEEPER;7;0.70;0.50;0.08;IBk;Best First;no sensitive;Undersampling;16.00;153.00;487.00;37.00;0.09;0.30;0.50;0.03
BOOKKEEPER;8;0.71;0.50;0.09;IBk;Best First;no sensitive;Undersampling;53.00;169.00;461.00;13.00;0.24;0.80;0.77;0.26
BOOKKEEPER;9;0.85;0.50;0.09;IBk;Best First;no sensitive;Undersampling;20.00;66.00;242.00;9.00;0.23;0.69;0.72;0.25
MEAN;;;;;;;;75.00;115.89;284.00;24.33;0.42;0.70;0.72;0.35
;
BOOKKEEPER;1;0.33;0.50;0.22;IBk;Best First;threshold;Undersampling;38.00;54.00;181.00;28.00;0.41;0.58;0.67;0.30
BOOKKEEPER;2;0.39;0.50;0.18;IBk;Best First;threshold;Undersampling;55.00;138.00;224.00;22.00;0.28;0.71;0.67;0.21
BOOKKEEPER;3;0.50;0.50;0.27;IBk;Best First;threshold;Undersampling;79.00;54.00;268.00;39.00;0.59;0.67;0.75;0.48
BOOKKEEPER;4;0.60;0.50;0.46;IBk;Best First;threshold;Undersampling;156.00;32.00;209.00;49.00;0.83;0.76;0.81;0.63
BOOKKEEPER;5;0.70;0.50;0.46;IBk;Best First;threshold;Undersampling;197.00;17.00;227.00;11.00;0.92;0.95;0.94;0.88
BOOKKEEPER;6;0.68;0.50;0.10;IBk;Best First;threshold;Undersampling;61.00;360.00;257.00;11.00;0.14;0.85;0.63;0.08
BOOKKEEPER;7;0.70;0.50;0.08;IBk;Best First;threshold;Undersampling;16.00;153.00;487.00;37.00;0.09;0.30;0.53;0.03
BOOKKEEPER;8;0.71;0.50;0.09;IBk;Best First;threshold;Undersampling;53.00;169.00;461.00;13.00;0.24;0.80;0.77;0.26
BOOKKEEPER;9;0.85;0.50;0.09;IBk;Best First;threshold;Undersampling;20.00;66.00;242.00;9.00;0.23;0.69;0.74;0.25
MEAN;;;;;;;;75.00;115.89;284.00;24.33;0.42;0.70;0.72;0.35
;
BOOKKEEPER;1;0.33;0.50;0.22;IBk;Best First;sensitive learning;Undersampling;38.00;54.00;181.00;28.00;0.41;0.58;0.66;0.30
BOOKKEEPER;2;0.39;0.50;0.18;IBk;Best First;sensitive learning;Undersampling;55.00;138.00;224.00;22.00;0.28;0.71;0.66;0.21
BOOKKEEPER;3;0.50;0.50;0.27;IBk;Best First;sensitive learning;Undersampling;79.00;54.00;268.00;39.00;0.59;0.67;0.80;0.48
BOOKKEEPER;4;0.60;0.50;0.46;IBk;Best First;sensitive learning;Undersampling;156.00;32.00;209.00;49.00;0.83;0.76;0.82;0.63
BOOKKEEPER;5;0.70;0.50;0.46;IBk;Best First;sensitive learning;Undersampling;197.00;17.00;227.00;11.00;0.92;0.95;0.95;0.88
BOOKKEEPER;6;0.68;0.50;0.10;IBk;Best First;sensitive learning;Undersampling;61.00;360.00;257.00;11.00;0.14;0.85;0.63;0.08
BOOKKEEPER;7;0.70;0.50;0.08;IBk;Best First;sensitive learning;Undersampling;16.00;153.00;487.00;37.00;0.09;0.30;0.50;0.03
BOOKKEEPER;8;0.71;0.50;0.09;IBk;Best First;sensitive learning;Undersampling;53.00;169.00;461.00;13.00;0.24;0.80;0.77;0.26
BOOKKEEPER;9;0.85;0.50;0.09;IBk;Best First;sensitive learning;Undersampling;20.00;66.00;242.00;9.00;0.23;0.69;0.72;0.25
MEAN;;;;;;;;75.00;115.89;284.00;24.33;0.42;0.70;0.72;0.35
;
BOOKKEEPER;1;0.51;0.47;0.22;IBk;Best First;no sensitive;Smote;32.00;35.00;200.00;34.00;0.48;0.48;0.69;0.33
BOOKKEEPER;2;0.61;0.41;0.18;IBk;Best First;no sensitive;Smote;47.00;130.00;232.00;30.00;0.27;0.61;0.66;0.17
BOOKKEEPER;3;0.76;0.46;0.27;IBk;Best First;no sensitive;Smote;63.00;62.00;260.00;55.00;0.50;0.53;0.71;0.34
BOOKKEEPER;4;0.82;0.48;0.46;IBk;Best First;no sensitive;Smote;66.00;4.00;237.00;139.00;0.94;0.32;0.70;0.32
BOOKKEEPER;5;0.84;0.45;0.46;IBk;Best First;no sensitive;Smote;185.00;10.00;234.00;23.00;0.95;0.89;0.95;0.85
BOOKKEEPER;6;0.82;0.49;0.10;IBk;Best First;no sensitive;Smote;61.00;357.00;260.00;11.00;0.15;0.85;0.63;0.09
BOOKKEEPER;7;0.85;0.43;0.08;IBk;Best First;no sensitive;Smote;15.00;116.00;524.00;38.00;0.11;0.28;0.52;0.06
BOOKKEEPER;8;0.89;0.48;0.09;IBk;Best First;no sensitive;Smote;54.00;304.00;326.00;12.00;0.15;0.82;0.68;0.11
BOOKKEEPER;9;0.95;0.45;0.09;IBk;Best First;no sensitive;Smote;15.00;83.00;225.00;14.00;0.15;0.52;0.64;0.12
MEAN;;;;;;;;59.78;122.33;277.56;39.56;0.41;0.59;0.69;0.27
;
BOOKKEEPER;1;0.51;0.47;0.22;IBk;Best First;threshold;Smote;32.00;35.00;200.00;34.00;0.48;0.48;0.67;0.33
BOOKKEEPER;2;0.61;0.41;0.18;IBk;Best First;threshold;Smote;47.00;130.00;232.00;30.00;0.27;0.61;0.63;0.17
BOOKKEEPER;3;0.76;0.46;0.27;IBk;Best First;threshold;Smote;63.00;62.00;260.00;55.00;0.50;0.53;0.67;0.34
BOOKKEEPER;4;0.82;0.48;0.46;IBk;Best First;threshold;Smote;66.00;4.00;237.00;139.00;0.94;0.32;0.65;0.32
BOOKKEEPER;5;0.84;0.45;0.46;IBk;Best First;threshold;Smote;185.00;10.00;234.00;23.00;0.95;0.89;0.92;0.85
BOOKKEEPER;6;0.82;0.49;0.10;IBk;Best First;threshold;Smote;61.00;357.00;260.00;11.00;0.15;0.85;0.63;0.09
BOOKKEEPER;7;0.85;0.43;0.08;IBk;Best First;threshold;Smote;15.00;116.00;524.00;38.00;0.11;0.28;0.55;0.06
BOOKKEEPER;8;0.89;0.48;0.09;IBk;Best First;threshold;Smote;54.00;304.00;326.00;12.00;0.15;0.82;0.67;0.11
BOOKKEEPER;9;0.95;0.45;0.09;IBk;Best First;threshold;Smote;15.00;83.00;225.00;14.00;0.15;0.52;0.62;0.12
MEAN;;;;;;;;59.78;122.33;277.56;39.56;0.41;0.59;0.67;0.27
;
BOOKKEEPER;1;0.51;0.47;0.22;IBk;Best First;sensitive learning;Smote;32.00;35.00;200.00;34.00;0.48;0.48;0.69;0.33
BOOKKEEPER;2;0.61;0.41;0.18;IBk;Best First;sensitive learning;Smote;47.00;130.00;232.00;30.00;0.27;0.61;0.66;0.17
BOOKKEEPER;3;0.76;0.46;0.27;IBk;Best First;sensitive learning;Smote;63.00;62.00;260.00;55.00;0.50;0.53;0.71;0.34
BOOKKEEPER;4;0.82;0.48;0.46;IBk;Best First;sensitive learning;Smote;66.00;4.00;237.00;139.00;0.94;0.32;0.70;0.32
BOOKKEEPER;5;0.84;0.45;0.46;IBk;Best First;sensitive learning;Smote;185.00;10.00;234.00;23.00;0.95;0.89;0.95;0.85
BOOKKEEPER;6;0.82;0.49;0.10;IBk;Best First;sensitive learning;Smote;61.00;357.00;260.00;11.00;0.15;0.85;0.63;0.09
BOOKKEEPER;7;0.85;0.43;0.08;IBk;Best First;sensitive learning;Smote;15.00;116.00;524.00;38.00;0.11;0.28;0.52;0.06
BOOKKEEPER;8;0.89;0.48;0.09;IBk;Best First;sensitive learning;Smote;54.00;304.00;326.00;12.00;0.15;0.82;0.68;0.11
BOOKKEEPER;9;0.95;0.45;0.09;IBk;Best First;sensitive learning;Smote;15.00;83.00;225.00;14.00;0.15;0.52;0.64;0.12
MEAN;;;;;;;;59.78;122.33;277.56;39.56;0.41;0.59;0.69;0.27
;
